,Event Date,Event Type,Restoration,Number of Customers Affected,Area Affected,States,Event Category,Region
2135,2015-01-01 00:00:00,Sabotage,2015-01-01 00:00:00,,Arizona: New Mexico,Arizona,Vandalism,West
2135,2015-01-01 00:00:00,Sabotage,2015-01-01 00:00:00,,Arizona: New Mexico,New Mexico,Vandalism,Other
2136,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,132000,Massachusetts: Rhode Island:,Massachusetts,Severe Weather,East
2136,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,132000,Massachusetts: Rhode Island:,Rhode Island,Severe Weather,East
2137,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,100000,Texas: Houston;,Texas,Severe Weather,Southern
2138,2015-01-01 00:00:00,Other,2015-01-01 00:00:00,,Texas: Williamson County;,Texas,Other,Southern
2140,2015-01-01 00:00:00,Severe Weather,,500000,Washington,Washington,Severe Weather,West
2141,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,250000,"King County, Skagit County, Whatcom County, Kitsap County, Pierce County, Thurston County, Island County, Washington",Washington,Severe Weather,West
2142,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,64000,Washington: King County;,Washington,Severe Weather,West
2143,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,50114,Michigan,Michigan,Severe Weather,MidWest
2144,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,0,New York: Dutchess County;,New York,Vandalism,East
2145,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,,California,California,System Operations,West
2146,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,,Oregon,Oregon,Vandalism,West
2147,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,0,Utah: Emery County;,Utah,Vandalism,West
2148,2015-01-01 00:00:00,Other,2015-01-01 00:00:00,,Texas,Texas,Other,Southern
2149,2015-01-01 00:00:00,Other,2015-01-01 00:00:00,,California,California,Other,West
2150,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,0,Utah ,Utah,Vandalism,West
2151,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,55677,California: Central Coast area;,California,Severe Weather,West
2152,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,300000,Puerto Rico,Puerto Rico,System Operations,Other
2153,2015-01-01 00:00:00,Other,2015-01-01 00:00:00,35000,Pennsylvania: Columbia County; Montour County; Northumberland County;,Pennsylvania,Other,East
2154,2015-01-01 00:00:00,Other,2015-01-01 00:00:00,0,Oregon: Josephine County;,Oregon,Other,West
2155,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,130252,Texas: Harris County;,Texas,Severe Weather,Southern
2156,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,0,Ohio: Hamilton County;,Ohio,Vandalism,MidWest
2157,2015-01-01 00:00:00,Sabotage,2015-01-01 00:00:00,0,Arkansas: Hot Spring County;,Arkansas,Vandalism,Other
2158,2015-01-01 00:00:00,Sabotage,2015-01-01 00:00:00,0,Indiana: Dearborn County;,Indiana,Vandalism,MidWest
2159,2015-01-01 00:00:00,Suspicious Activity ,2015-01-01 00:00:00,,New York,New York,Vandalism,East
2160,2015-01-01 00:00:00,Severe Weather,,89000,Washington: Snohomish County;,Washington,Severe Weather,West
2161,2015-01-01 00:00:00,Severe Weather,,300000,Washington,Washington,Severe Weather,West
2162,2015-01-01 00:00:00,Severe Weather,,182000,"Washington: Stevens County, Lincoln County, Adams County, Whitman County, Spokane County; Idaho: Bonner County, Kootenai County, Shoshone County, Benewah County, Idaho County;",Idaho,Severe Weather,West
2162,2015-01-01 00:00:00,Severe Weather,,182000,"Washington: Stevens County, Lincoln County, Adams County, Whitman County, Spokane County; Idaho: Bonner County, Kootenai County, Shoshone County, Benewah County, Idaho County;",Washington,Severe Weather,West
2163,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,60000,Michigan,Michigan,Severe Weather,MidWest
2164,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,55609,Oklahoma,Oklahoma,Severe Weather,Southern
2165,2015-01-01 00:00:00,Severe Weather,,35000,Oklahoma,Oklahoma,Severe Weather,Southern
2166,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,0,Puerto Rico,Puerto Rico,System Operations,Other
2167,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,86559,Puerto Rico,Puerto Rico,System Operations,Other
2168,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,0,Kansas: Thomas County;,Kansas,Vandalism,MidWest
2169,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,0,Kansas,Kansas,Vandalism,MidWest
2170,2015-01-01 00:00:00,Other,2015-01-01 00:00:00,52476,"New York: Orange County, Sullivan County; Pennsylvania: Pike County;",New York,Other,East
2170,2015-01-01 00:00:00,Other,2015-01-01 00:00:00,52476,"New York: Orange County, Sullivan County; Pennsylvania: Pike County;",Pennsylvania,Other,East
2171,2015-01-01 00:00:00,Sabotage,2015-01-01 00:00:00,0,Nevada: Clark County;,Nevada,Vandalism,West
2173,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,76300,Washington,Washington,Severe Weather,West
2174,2015-01-01 00:00:00,System Operations,2015-01-01 00:00:00,1,Missouri: New Madrid County;,Missouri,System Operations,MidWest
2175,2015-01-01 00:00:00,Vandalism,2015-01-01 00:00:00,,California: Stanislaus County;,California,Vandalism,West
2176,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,9956,California: Plumas County,California,Severe Weather,West
2177,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,9956,California: Northern;,California,Severe Weather,West
2178,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,168000,"Michigan: Antrim County, Charlevoix County, Manistee County, Mecosta County, Kalkaska County, Grand Traverse County, Osceola County, Lake County, Newaygo County, Clare County, Isabella County;",Michigan,Severe Weather,MidWest
2179,2015-01-01 00:00:00,Severe Weather,,70000,Texas,Texas,Severe Weather,Southern
2180,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,116800,Texas: Oklahoma:,Oklahoma,Severe Weather,Southern
2180,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,116800,Texas: Oklahoma:,Texas,Severe Weather,Southern
2181,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,54476,Oklahoma,Oklahoma,Severe Weather,Southern
2182,2015-01-01 00:00:00,Severe Weather,,50500,Oklahoma,Oklahoma,Severe Weather,Southern
2183,2015-01-01 00:00:00,Sabotage,2015-01-01 00:00:00,0,Maine,Maine,Vandalism,East
2184,2015-01-01 00:00:00,Severe Weather,2015-01-01 00:00:00,1500,Oklahoma: Blaine County;,Oklahoma,Severe Weather,Southern
2185,2015-01-01 00:00:00,Sabotage,,0,Missouri,Missouri,Vandalism,MidWest
2186,2016-01-01 00:00:00,Sabotage,2016-01-01 00:00:00,0,Wisconsin: Milwaukee County;,Wisconsin,Vandalism,MidWest
2187,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,59859,Maine: Connecticut: Massachusetts: Vermont: New Hampshire: Rhode Island:,Massachusetts,Severe Weather,East
2187,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,59859,Maine: Connecticut: Massachusetts: Vermont: New Hampshire: Rhode Island:,Maine,Severe Weather,East
2187,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,59859,Maine: Connecticut: Massachusetts: Vermont: New Hampshire: Rhode Island:,New Hampshire,Severe Weather,East
2187,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,59859,Maine: Connecticut: Massachusetts: Vermont: New Hampshire: Rhode Island:,Rhode Island,Severe Weather,East
2187,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,59859,Maine: Connecticut: Massachusetts: Vermont: New Hampshire: Rhode Island:,Vermont,Severe Weather,East
2187,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,59859,Maine: Connecticut: Massachusetts: Vermont: New Hampshire: Rhode Island:,Connecticut,Severe Weather,Other
2188,2016-01-01 00:00:00,Vandalism,2016-01-01 00:00:00,0,Pennsylvania: Chester County;,Pennsylvania,Vandalism,East
2189,2016-01-01 00:00:00,Vandalism,2016-01-01 00:00:00,0,Delaware:,Delaware,Vandalism,Southern
2190,2016-01-01 00:00:00,Sabotage,2016-01-01 00:00:00,0,Utah: Salt Lake County;,Utah,Vandalism,West
2191,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,150000,North Carolina: South Carolina:,North Carolina,Severe Weather,Southern
2191,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,150000,North Carolina: South Carolina:,South Carolina,Severe Weather,Southern
2192,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,50900,New Jersey:,New Jersey,Severe Weather,East
2193,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,115057,Connecticut: Massachusetts: Rhode Island:,Massachusetts,Severe Weather,East
2193,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,115057,Connecticut: Massachusetts: Rhode Island:,Rhode Island,Severe Weather,East
2193,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,115057,Connecticut: Massachusetts: Rhode Island:,Connecticut,Severe Weather,Other
2194,2016-01-01 00:00:00,Cyber Attack,,,New York: Orange County,New York,Vandalism,East
2195,2016-01-01 00:00:00,Sabotage,,,Oregon: Klamath County,Oregon,Vandalism,West
2196,2016-01-01 00:00:00,Vandalism,2016-01-01 00:00:00,0,Utah: Salt Lake County,Utah,Vandalism,West
2197,2016-01-01 00:00:00,Islanding,2016-01-01 00:00:00,4300,California,California,Other,West
2198,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,52640,"Virginia: Roanoke County, Montgomery County; West Virginia: Kanawha County, Cabell County; Tennessee: Sullivan County;",Tennessee,Severe Weather,Southern
2198,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,52640,"Virginia: Roanoke County, Montgomery County; West Virginia: Kanawha County, Cabell County; Tennessee: Sullivan County;",Virginia,Severe Weather,Southern
2198,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,52640,"Virginia: Roanoke County, Montgomery County; West Virginia: Kanawha County, Cabell County; Tennessee: Sullivan County;",West Virginia,Severe Weather,Southern
2199,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,145314,Michigan,Michigan,Severe Weather,MidWest
2200,2016-01-01 00:00:00,Sabotage,2016-01-01 00:00:00,0,Oregon: Klamath County,Oregon,Vandalism,West
2201,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,284610,North Carolina: South Carolina,North Carolina,Severe Weather,Southern
2201,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,284610,North Carolina: South Carolina,South Carolina,Severe Weather,Southern
2202,2016-01-01 00:00:00,Vandalism,2016-01-01 00:00:00,0,Delaware,Delaware,Vandalism,Southern
2203,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,114190,Connecticut: Maine: Massachusetts: Rhode Island: Vermont:,Massachusetts,Severe Weather,East
2203,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,114190,Connecticut: Maine: Massachusetts: Rhode Island: Vermont:,Maine,Severe Weather,East
2203,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,114190,Connecticut: Maine: Massachusetts: Rhode Island: Vermont:,Rhode Island,Severe Weather,East
2203,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,114190,Connecticut: Maine: Massachusetts: Rhode Island: Vermont:,Vermont,Severe Weather,East
2203,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,114190,Connecticut: Maine: Massachusetts: Rhode Island: Vermont:,Connecticut,Severe Weather,Other
2204,2016-01-01 00:00:00,Sabotage - Operator Action(s),2016-01-01 00:00:00,2713,Arizona: Maricopa County,Arizona,Vandalism,West
2205,2016-01-01 00:00:00,Fuel Supply Deficiency,,0,California: San Bernardino County,California,System Operations,West
2206,2016-01-01 00:00:00,Vandalism,,0,Idaho: Ada County;,Idaho,Vandalism,West
2207,2016-01-01 00:00:00,Weather,,56000,"Washington: King County, Whatcom County, Kitsap County, Skagit County;",Washington,Severe Weather,West
2208,2016-01-01 00:00:00,Fuel Supply Deficiency,2016-01-01 00:00:00,0,California: San Bernardino County;,California,System Operations,West
2209,2016-01-01 00:00:00,Sabotage,2016-01-01 00:00:00,0,Idaho: Bannock County;,Idaho,Vandalism,West
2210,2016-01-01 00:00:00,Sabotage,2016-01-01 00:00:00,0,"Washington: Kitsap County, King County, Whatcom County, Island County, Skagit County;",Washington,Vandalism,West
2211,2016-01-01 00:00:00,Sabotage,,0,"Washington: Island County, Skagit County, Whatcom County, King County, Kitsap County, Pierce County, Thurston County;",Washington,Vandalism,West
2212,2016-01-01 00:00:00,Vandalism,,0,Washington:,Washington,Vandalism,West
2213,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,0,"Colorado: Denver, City and County of[12];",Colorado,Severe Weather,West
2214,2016-01-01 00:00:00,Sabotage,2016-01-01 00:00:00,110000,Nevada: Clark County;,Nevada,Vandalism,West
2215,2016-01-01 00:00:00,Sabotage,2016-01-01 00:00:00,50500,Massachusetts: Middlesex County[13];,Massachusetts,Vandalism,East
2216,2016-01-01 00:00:00,Sabotage,2016-01-01 00:00:00,0,Florida: Hillsborough County,Florida,Vandalism,Southern
2217,2016-01-01 00:00:00,System Operations,2016-01-01 00:00:00,0,California,California,System Operations,West
2218,2016-01-01 00:00:00,Cyber Attack,2016-01-01 00:00:00,0,Washington: Pend Oreille County,Washington,Vandalism,West
2219,2016-01-01 00:00:00,Sabotage,2016-01-01 00:00:00,0,Maryland: Baltimore County,Maryland,Vandalism,Southern
2220,2016-01-01 00:00:00,Vandalism,2016-01-01 00:00:00,0,Utah: Weber County,Utah,Vandalism,West
2221,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,415103,Texas: Harris County,Texas,Severe Weather,Southern
2222,2016-01-01 00:00:00,Vandalism,,0,Tennessee,Tennessee,Vandalism,Southern
2223,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,214864,Texas: Harris County,Texas,Severe Weather,Southern
2224,2016-01-01 00:00:00,Sabotage,2016-01-01 00:00:00,0,Texas: Rusk County,Texas,Vandalism,Southern
2225,2016-01-01 00:00:00,Sabotage,2016-01-01 00:00:00,0,New York: Dutchess County;,New York,Vandalism,East
2226,2016-01-01 00:00:00,Islanding,,,Washington: Clark County;,Washington,Other,West
2227,2016-01-01 00:00:00,Distribution Interruption,2016-01-01 00:00:00,85000,"Texas: Dallas County, Tarrant County, Parker County;",Texas,Transmission Interruption,Southern
2228,2016-01-01 00:00:00,Sabotage,2016-01-01 00:00:00,0,Missouri:,Missouri,Vandalism,MidWest
2229,2016-01-01 00:00:00,System Operations,2016-01-01 00:00:00,85179,Utah:,Utah,System Operations,West
2230,2016-01-01 00:00:00,Distribution Interruption ,2016-01-01 00:00:00,85000,Louisiana:,Louisiana,Transmission Interruption,Southern
2231,2016-01-01 00:00:00,Weather,,57184,Louisiana:,Louisiana,Severe Weather,Southern
2232,2016-01-01 00:00:00,Vandalism,,0,Missouri:,Missouri,Vandalism,MidWest
2233,2016-01-01 00:00:00,Transmission Interruption,2016-01-01 00:00:00,56645,New York:,New York,Transmission Interruption,East
2234,2016-01-01 00:00:00,Fuel Supply Deficiency,2016-01-01 00:00:00,,New York: Tompkins County;,New York,System Operations,East
2235,2016-01-01 00:00:00,Sabotage ,2016-01-01 00:00:00,0,Utah,Utah,Vandalism,West
2236,2016-01-01 00:00:00,Vandalism,2016-01-01 00:00:00,0,New Jersey,New Jersey,Vandalism,East
2237,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,91260,"Georgia, Alabama, Mississippi, Florida",Alabama,Severe Weather,Southern
2237,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,91260,"Georgia, Alabama, Mississippi, Florida",Florida,Severe Weather,Southern
2237,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,91260,"Georgia, Alabama, Mississippi, Florida",Georgia,Severe Weather,Southern
2237,2016-01-01 00:00:00,Weather,2016-01-01 00:00:00,91260,"Georgia, Alabama, Mississippi, Florida",Mississippi,Severe Weather,Southern
2239,2016-01-01 00:00:00,Actual Physical Event,2016-01-01 00:00:00,0,Oregon: Multnomah County,Oregon,Other,West
2240,2016-01-01 00:00:00,Severe Weather,2016-01-01 00:00:00,52000,"Texas: Dallas County, Tarrant County",Texas,Severe Weather,Southern
2241,2016-01-01 00:00:00,Severe Weather,2016-01-01 00:00:00,250000,"Minnesota, Wisconsin",Minnesota,Severe Weather,MidWest
2241,2016-01-01 00:00:00,Severe Weather,2016-01-01 00:00:00,250000,"Minnesota, Wisconsin",Wisconsin,Severe Weather,MidWest
2242,2016-01-01 00:00:00,Severe Weather,2016-01-01 00:00:00,58500,"Kansas: Johnson County; Missouri: Jackson County, Platte County, Cass County, Buchanan County, Atchison County, Andrew County, Clay County, Nodaway County",Kansas,Severe Weather,MidWest
2242,2016-01-01 00:00:00,Severe Weather,2016-01-01 00:00:00,58500,"Kansas: Johnson County; Missouri: Jackson County, Platte County, Cass County, Buchanan County, Atchison County, Andrew County, Clay County, Nodaway County",Missouri,Severe Weather,MidWest
2243,2016-01-01 00:00:00,Vandalism,2016-01-01 00:00:00,0,North Carolina: New Hanover County,North Carolina,Vandalism,Southern
2244,2016-01-01 00:00:00,Severe Weather,2016-01-01 00:00:00,203345,North Carolina,North Carolina,Severe Weather,Southern
2245,2016-01-01 00:00:00,Severe Weather,2016-01-01 00:00:00,160895,"Michigan: Wayne County, Oakland County, Macomb County, St. Clair County, Lapeer County, Tuscola County, Sanilac County, Huron County",Michigan,Severe Weather,MidWest
2246,2016-01-01 00:00:00,Severe Weather,,62961,West Virginia: Virginia,Virginia,Severe Weather,Southern
2246,2016-01-01 00:00:00,Severe Weather,,62961,West Virginia: Virginia,West Virginia,Severe Weather,Southern
2247,2016-01-01 00:00:00,Severe Weather,2016-01-01 00:00:00,62000,Texas: Dallas County,Texas,Severe Weather,Southern
2248,2016-01-01 00:00:00,System Operations,2016-01-01 00:00:00,218000,Puerto Rico,Puerto Rico,System Operations,Other
2249,2016-01-01 00:00:00,Vandalism,2016-01-01 00:00:00,0,Washington,Washington,Vandalism,West
2250,2016-01-01 00:00:00,System Operations,,,Tennessee: Shelby County,Tennessee,System Operations,Southern
2251,2016-01-01 00:00:00,Severe Weather,2016-01-01 00:00:00,7300,Oklahoma: Arkansas,Arkansas,Severe Weather,Other
2251,2016-01-01 00:00:00,Severe Weather,2016-01-01 00:00:00,7300,Oklahoma: Arkansas,Oklahoma,Severe Weather,Southern
2252,2016-01-01 00:00:00,Severe Weather,2016-01-01 00:00:00,170244,Arkansas: Louisiana: Mississippi: Texas,Arkansas,Severe Weather,Other
2252,2016-01-01 00:00:00,Severe Weather,2016-01-01 00:00:00,170244,Arkansas: Louisiana: Mississippi: Texas,Louisiana,Severe Weather,Southern
2252,2016-01-01 00:00:00,Severe Weather,2016-01-01 00:00:00,170244,Arkansas: Louisiana: Mississippi: Texas,Mississippi,Severe Weather,Southern
2252,2016-01-01 00:00:00,Severe Weather,2016-01-01 00:00:00,170244,Arkansas: Louisiana: Mississippi: Texas,Texas,Severe Weather,Southern
2253,2016-01-01 00:00:00,Severe Weather,2016-01-01 00:00:00,96966,Oklahoma,Oklahoma,Severe Weather,Southern
2254,2016-01-01 00:00:00,System Operations,2016-01-01 00:00:00,,Idaho,Idaho,System Operations,West
2256,2016-01-01 00:00:00,System Operations,2016-01-01 00:00:00,266000,Puerto Rico,Puerto Rico,System Operations,Other
2257,2016-01-01 00:00:00,Suspicious Activity,2016-01-01 00:00:00,0,Delaware: New Castle County,Delaware,Vandalism,Southern
